cid,course name,subject
HLTH350,Principles of Occupational Health and Safety,HLTH
HLTH373,Contemporary Issues in Health 3,HLTH
INDEV202,Accounting for Development Organizations,INDEV
ITALST265,The Mafia,ITALST
KIN356,Sensory Systems Neuroscience,KIN
KIN470,Seminar in Kinesiology,KIN
KOREA201R,Second-Year Korean 1,KOREA
LS222,Juvenile Delinquency,LS
ME526,Fatigue and Fracture Analysis,ME
MSCI401,Management Engineering Design Project 1,MSCI
MUSIC271,Music Theory 2,MUSIC
PACS203,A History of Peace Movements,PACS
PLAN320,Economic Analyses for Regional Planning,PLAN
PMATH446,Introduction to Commutative Algebra,PMATH
PSYCH317,Child Psychopathology,PSYCH
PSYCH390,Natural Science Advanced Research Methods Topics,PSYCH
SCBUS423,Workshop 4: Strategic Management of Science and Business,SCBUS
SCI255,The Biology of Aging,SCI
SOC280,Social Statistics,SOC
SOC302,Contemporary Sociological Theory,SOC
SPAN201B,Intermediate Spanish 2,SPAN
PHYS160L,Introductory Measurement Laboratory,PHYS
AFM424,Equity Investments,AFM
AFM471,Cases and Applications in Corporate Finance,AFM
AFM472,Equity Investments,AFM
AFM476,Corporate Financial Decision Making,AFM
AMATH361,Continuum Mechanics,AMATH
AMATH451,Introduction to Dynamical Systems,AMATH
AVIA306,Professional Pilot Program Course 6,AVIA
BIOL414,Parasitology,BIOL
BIOL431,Bacterial Molecular Genetics,BIOL
BIOL432,Molecular Biotechnology 2,BIOL
BIOL450,Marine Biology,BIOL
BIOL462,Applied Wetland Science,BIOL
BME356L,Control Systems Laboratory,BME
BME386,The Physics of Medical Imaging,BME
BME411,Optimization and Numerical Methods,BME
CHE571,Industrial Ecology,CHE
CIVE310,Introduction to Structural Design,CIVE
CIVE354,Geotechnical Engineering 2,CIVE
CO442,Graph Theory,CO
CS482,Computational Techniques in Biological Sequence Analysis,CS
DAC204,Introduction to Game Design,DAC
EARTH444,Applied Wetland Science,EARTH
ECE202,Information Session,ECE
ECE325,Microprocessor Systems and Interfacing for Mechatronics Engineering,ECE
ECE462,Electrical Distribution Systems,ECE
ECE475,Radio-Wave Systems,ECE
ECON306,Macroeconomics,ECON
ENBUS308,Sustainability Management Standards and Auditing,ENBUS
ENGL100B,Poetry,ENGL
ERS300,Social Ecological Systems Analysis,ERS
ERS361,Food Systems and Sustainability,ERS
FINE204,Topics in Studio Practice,FINE
GEOE153,Earth Engineering,GEOE
GEOG215,China: Diverse and Dynamic,GEOG
GER201,Intermediate German 1,GER
HIST115,Crusading in the Middle Ages,HIST
HIST226,Canada in World War 2,HIST
HIST232,A History of Peace Movements,HIST
HLTH304,Health Communication,HLTH
HLTH330,Health Informatics,HLTH
INTEG275,Special Topics in Knowledge Integration,INTEG
JAPAN302R,Third-Year Japanese 2,JAPAN
KIN405,Exercise Management,KIN
KIN446,Physiological and Biochemical Aspects of Nutrition and Health,KIN
LS322,Field Research Methods,LS
ME559,Finite Element Methods,ME
MSCI100B,Seminar,MSCI
MSCI445,Telecommunication Systems: from protocols to applications,MSCI
MSCI452,Decision Making Under Uncertainty,MSCI
MUSIC254,Monteverdi to Mozart: Music from 1600-1800,MUSIC
NE250,Work-term Report 1,NE
NE332,Quantum Mechanics,NE
NE335,Soft Nanomaterials,NE
PHYS476,Introduction to General Relativity,PHYS
PMATH453,Functional Analysis,PMATH
PSYCH356R,Personality,PSYCH
REC252,Therapeutic Recreation: Physical Disabilities,REC
RS236,Paul: Life and Letters,RS
SI121R,Islam in the World,SI
SMF213,Sexual Health and Well-Being,SMF
SOC224R,Poverty in Canada and its Social Consequences,SOC
SOC322,Field Research Methods,SOC
SOC325,Sexuality and the Law,SOC
SOC327,Policing in a Democratic Society,SOC
SOCWK221R,Social Group Work,SOCWK
SPCOM220,Performance Studies,SPCOM
STV302,Information Technology and Society,STV
SYDE556,Simulating Neurobiological Systems,SYDE
ECE495,Autonomous Vehicles,ECE
AFM335,Business Law for Financial Managers,AFM
THPERF102,Introduction to Performance,THPERF
THPERF100,Introduction to Theatre,THPERF
ECE313,Digital Signal Processing,ECE
ASL102R,American Sign Language 2,ASL
MTE421,Linear and Nonlinear Electronics,MTE
AFM323,Quantitative Foundations for Finance,AFM
AFM480,Introduction to Organizational Behaviour,AFM
AVIA205,Professional Pilot Program Course 5,AVIA
BET400,Marketing Foundations for Early-stage Ventures,BET
BIOL348L,Laboratory Methods in Microbiology,BIOL
BIOL479,Population Genetics and Evolution,BIOL
BME102,Seminar,BME
BME362,Biomedical Engineering Design Workshop 1,BME
CHE341,Introduction to Process Control,CHE
CHE425,Strategies for Process Improvement and Product Development,CHE
CHE482,Group Design Project,CHE
CHEM140L,Introductory Scientific Calculations Laboratory,CHEM
CHEM335L,Advanced Biochemistry Laboratory,CHEM
CIVE343,Traffic Simulation Modelling and Applications,CIVE
CIVE413,Structural Steel Design,CIVE
CLAS252,Roman History,CLAS
EARTH471,Mineral Deposits,EARTH
ECE301,Information Session,ECE
ECE340,Electronic Circuits 2,ECE
ECE414,Wireless Communications,ECE
ECE488,Multivariable Control Systems,ECE
ECON332,International Finance,ECON
ENGL108X,Literature and Medicine,ENGL
ENVE214,Fluid Mechanics and Thermal Sciences,ENVE
ERS253,Communities and Sustainability,ERS
ESL101R,Oral Communications for Academic Purposes,ESL
FINE319,Contemporary Art,FINE
FR296,French Culture & Literature: Origins to 1715,FR
GBDA212,Portfolio and Professional Communication,GBDA
GEOG316,Multivariate Statistics,GEOG
GEOG391,Field Research,GEOG
GER271,German Thought and Culture: Objects,GER
GERON255,The Biology of Aging,GERON
HIST275,The Modern World in Historical Perspective,HIST
HLTH290,An Introduction to Health Neuroscience,HLTH
HUMSC101,Great Dialogues: Reflection and Action,HUMSC
ITALST291,Italian Culture and Civilization 1,ITALST
JAPAN111R,Japanese for Business 1,JAPAN
JS233,The Holocaust and Film,JS
KIN357,Motor Learning and Neuroplasticity,KIN
KIN415,Clinical Neurophysiology,KIN
LS325,Sexuality and the Law,LS
LS351,Philosophy of Law,LS
MNS201L,Materials and Nanosciences Laboratory,MNS
MTE460,Mechatronic System Integration,MTE
MTHEL300,Professional Communications in Statistics and Actuarial Science,MTHEL
NE454A,Nano-electronics Laboratory 1,NE
NE481,Nanomedicine and Nanobiotechnology,NE
NE491,Nanostructured Materials,NE
PHYS365,Mathematical Physics 2,PHYS
PHYS475,Cosmology,PHYS
PLAN484,Physical Infrastructure Planning,PLAN
PSCI226,Modern Political Thought,PSCI
PSYCH361,Evolutionary Psychology,PSYCH
PSYCH363,Special Subjects,PSYCH
PSYCH395,Research in Social Psychology,PSYCH
REC251,Therapeutic Recreation: Developmental and Emotional Disabilities,REC
REC371,Quantitative Data Analysis and Mobilization,REC
RS170,Religion and Popular Culture,RS
RS180,Love and Friendship,RS
SOC201,Victims and Society,SOC
SOC223R,Deviance: Perspectives and Processes,SOC
SPCOM227,Leadership,SPCOM
STAT440,Computational Inference,STAT
STV203,Biotechnology and Society,STV
UNIV101,Strategies and Skills for Academic Success,UNIV
BUS481W,Business Policy 1 (WLU),BUS
INDG201,The Indigenous Experience in Canada,INDG
HRTS101,Introduction to Human Rights,HRTS
CI100,Cultural Identities Today,CI
KIN308,Cardiovascular and Pulmonary Physiology,KIN
CS479,Neural Networks,CS
ME572,Building Energy Analysis,ME
HEALTH150,Foundations of Human Anatomy and Physiology,HEALTH
AFM328,Investment Management - Junior Analyst,AFM
AFM415,Special Topics,AFM
AFM423,Topics in Financial Econometrics,AFM
AFM477,Mergers and Acquisitions,AFM
AMATH343,Discrete Models in Applied Mathematics,AMATH
AMATH391,From Fourier to Wavelets,AMATH
ARBUS303,Marketing Strategy,ARBUS
BIOL360,Evolution 2: Fossil Record,BIOL
BIOL444,Bacterial Pathogenesis,BIOL
BIOL499A,Senior Honours Project,BIOL
CHE383,Chemical Engineering Design Workshop,CHE
CHEM313L,Inorganic Chemistry Laboratory 1,CHEM
CHEM464,Spectroscopy in Organic Chemistry,CHEM
CIVE414,Structural Concrete Design,CIVE
CLAS230,Greek and Latin Scientific Terminology,CLAS
CO471,Semidefinite Optimization,CO
CROAT101,Elementary Croatian 1,CROAT
CS448,Database Systems Implementation,CS
CS497,Multidisciplinary Studies in Computer Science,CS
DRAMA100,Introduction to Theatre,DRAMA
EARTH336,Evolution 2: Fossil Record,EARTH
EARTH437,Rock Mechanics,EARTH
EASIA120R,Monsters and Magic in Japanese Popular Culture,EASIA
ECE416,Advanced Topics in Networking,ECE
ECE417,Image Processing,ECE
ECE432,Radio Frequency Integrated Devices and Circuits,ECE
ECE444,Integrated Analog Electronics,ECE
ECE463,Design and Applications of Power Electronic Converters,ECE
ECE474,Radio and Wireless Systems,ECE
ECON207,Economic Growth and Development 1,ECON
ECON372,Business Finance 2,ECON
ECON421,Econometric Theory,ECON
ENBUS211,Principles of Marketing for Sustainability Professionals,ENBUS
ENGL201,The Short Story,ENGL
ENGL275,Fiction and Film,ENGL
ENGL293,Introduction to Digital Media Studies,ENGL
ENGL494,Topics in Forms of Media and Critical Analysis,ENGL
ENVE335,Decision Making for Environmental Engineers,ENVE
ERS337,ReWilding and Ecological Restoration,ERS
ERS346,Wildlife Ecology,ERS
ERS383,Tropical Ecosystems,ERS
GEOG307,Societal Adaptation to Climate Change,GEOG
GER230,Vikings!,GER
GERON245,Canadian Health Systems,GERON
GRK101,Introductory Ancient Greek 1,GRK
HIST230,Introduction to the Modern Middle East,HIST
HIST262,Early Modern Europe 1450-1700,HIST
HIST268,A Global History of Empires,HIST
HIST358,Nazi Germany,HIST
HLTH401,Global Health,HLTH
HLTH432A,Honours Thesis (A),HLTH
INDEV212,Problem-solving for Development,INDEV
INDEV300,Culture and Ethics,INDEV
KIN320,Task Analysis,KIN
LS235,History of Ancient Law,LS
LS272,Psychology and Law,LS
LS344,Restorative Justice,LS
ME300B,Seminar,ME
MSCI551,Quality Management and Control,MSCI
MTE545,Introduction to MEMS Fabrication,MTE
NE381,Introduction to Nanoscale Biosystems,NE
PACS315,Engineering and Peace,PACS
PHARM129,Professional Practice 1,PHARM
PHIL324,Social and Political Philosophy,PHIL
PHYS454,Quantum Theory 2,PHYS
PLAN440,Urban Services Planning,PLAN
PMATH320,Euclidean Geometry,PMATH
PMATH441,Algebraic Number Theory,PMATH
PMATH451,Measure and Integration,PMATH
PMATH465,Smooth Manifolds,PMATH
PSCI250,The Comparative Politics of State and Nation,PSCI
PSCI264,American Government and Politics,PSCI
PSCI387,Globalization,PSCI
PSYCH213R,Exceptional Children,PSYCH
PSYCH492,Psychological Measurement: Foundations of Research and Practice,PSYCH
REC203,Sociology of Sport,REC
REC213,The Business of Professional Sport,REC
RS240,History of Christianity,RS
SCI267,Introduction to the Philosophy of Science,SCI
SDS355R,Resilience and Social Support,SDS
SMF208,Introduction to Systemic Therapies and Anti-Oppressive Practices,SMF
SMF310,Sexual and Relational Ethics,SMF
SOC204R,Sociology of Adolescence,SOC
SOC207R,Sociology of Education,SOC
SPCOM324,Small Group Communication,SPCOM
STAT322,Sampling and Experimental Design (Non-Specialist Level),STAT
SYDE332,Introduction to Complex Systems,SYDE
SYDE401,Seminar,SYDE
SYDE475,Image Processing,SYDE
WS202,Women Across Cultures: Canadian and Global Perspectives,WS
BUS375W,Operations Management (WLU),BUS
ECON250W,Int Macroec Anlys for Mgt(WLU),ECON
SEQ2,Co-op Sequence 2,SEQ
BUS398W,Organizational Behaviour 2 (WLU),BUS
SYDE572,Introduction to Pattern Recognition,SYDE
AFM275,Corporate Finance,AFM
ARABIC101R,Introduction to Arabic 1,ARABIC
HIST101,Modern Global History,HIST
AFM346,Applications of Predictive Analytics in Accounting and Finance,AFM
PHYS449,Machine Learning in Physics,PHYS
GSJ201,Gender and Social Justice in Popular Culture,GSJ
SFM101,Introduction to Sustainability and Financial Management,SFM
MSE261,Engineering Economics: Financial Management for Engineers,MSE
ACTSC462,Introduction to Property and Casualty Pricing,ACTSC
ANTH272,Issues in Contemporary Indigenous Communities in Canada,ANTH
APPLS304R,Language Teaching Methodology,APPLS
ARTS304,Designing Computer Simulations and Games for Learning,ARTS
BET460,Business Negotiations,BET
BIOL310,Invertebrate Zoology,BIOL
BIOL371,Comparative Animal Physiology: Evolutionary Themes,BIOL
BIOL455,Ecological Risk Assessment and Management,BIOL
BIOL465,Structural Bioinformatics,BIOL
BIOL483,Animal Cell Biotechnology,BIOL
BIOL499B,Senior Honours Project,BIOL
BME201,Seminar,BME
BME356,Control Systems,BME
CHEM228,Chemical Analysis,CHEM
CHEM313,Main Group and Solid State Chemistry,CHEM
CHEM363,Organic Process Chemistry,CHEM
CHEM430,Special Topics in Biochemistry,CHEM
CIVE400,Civil Engineering Design Project 1,CIVE
CIVE507,Building Science and Technology,CIVE
CLAS205,Medieval Society,CLAS
CO430,Algebraic Enumeration,CO
CO450,Combinatorial Optimization,CO
CO466,Continuous Optimization,CO
CO481,Introduction to Quantum Information Processing,CO
CS467,Introduction to Quantum Information Processing,CS
ECE360,Power Systems and Smart Grids,ECE
ECE373,Radio Frequency and Microwave Circuits,ECE
ECE423,Embedded Computer Systems,ECE
ECE606,Algorithm Design and Analysis,ECE
ECON392,Strategic Situations and Welfare Economics,ECON
ECON423,Time Series Econometrics,ECON
ENBUS407,Corporate Sustainability Accounting and Reporting,ENBUS
ENGL208E,Women's Writing,ENGL
ENGL315,Modern Canadian Literature,ENGL
ENVE121,Computational Methods,ENVE
ENVE330,Lab Analysis and Field Sampling Techniques,ENVE
ENVE375,Physico-Chemical Processes,ENVE
ERS234,Forest Ecosystems,ERS
ERS400,Social-Ecological Approaches to Sustainability,ERS
FR303,Introduction to Linguistics,FR
GBDA211,Introduction to Global Business,GBDA
GEOE353,Geotechnical Engineering 1,GEOE
GEOG487,Management Issues in Geographic Information Systems,GEOG
GER202,Intermediate German 2,GER
HIST191,Special Topics in History,HIST
HIST207,The Beatles and the Sixties,HIST
HIST253,Canada: Cultures and Conflicts in the Colonial Era,HIST
HIST258,The United States Since the Civil War Era,HIST
HIST291,Special Topics in History,HIST
HLTH443,Epidemiology of Communicable Diseases,HLTH
HRM307,Labour Relations,HRM
INDEV302,Development Agents,INDEV
INTEG340,Research Design and Methods,INTEG
ITALST292,Italian Culture and Civilization 2,ITALST
KIN420,Occupational Biomechanics,KIN
KIN471,Contemporary Issues in Kinesiology,KIN
LAT102,Introductory Latin 2,LAT
LS224,Victims and Society,LS
LS291,Legal Writing,LS
ME400A,Seminar,ME
ME436,Welding and Joining Processes,ME
ME533,Non-metallic and Composite Materials,ME
ME555,Computer-Aided Design,ME
ME564,Aerodynamics,ME
ME595,Special Topics in Mechanical Engineering,ME
MSCI200B,Seminar,MSCI
MSCI555,Scheduling: Theory and Practice,MSCI
NE408,Nanosystems Design Project,NE
NE455A,Nano-electronics Laboratory 2,NE
PACS329,Restorative Justice,PACS
PHARM120,Pharmacy in an Evolving Healthcare System,PHARM
PHARM126,Pharmaceutical Calculations,PHARM
PHIL250A,Great Works: Ancient and Medieval,PHIL
PHYS233,Introduction to Quantum Mechanics,PHYS
PHYS360B,Modern Physics Laboratory 2,PHYS
PHYS395,Biophysics of Therapeutic Methods,PHYS
PHYS442,Electricity and Magnetism 3,PHYS
PHYS474,Galaxies,PHYS
PLAN474,Special Topics in Planning,PLAN
PMATH467,Algebraic Topology,PMATH
PSYCH226R,Positive Psychology,PSYCH
PSYCH312R,Learning Disabilities,PSYCH
REC311,Event Management,REC
REC356,Leisure and Community,REC
REC373,Qualitative Approaches to Leisure Research,REC
REC405,Leisure and Well-being,REC
RS112,Power and Corruption in the Bible (Old Testament),RS
RS204,Buddhism,RS
SDS242R,Religious Diversity and Social Development,SDS
SDS312R,Homelessness and Public Policy,SDS
SMF307,Conflict in Close Relationships,SMF
SOC200,Sociology of Marriage and Family,SOC
SOC232,Technology and Social Change,SOC
STAT436,Introduction to the Analysis of Spatial Data in Health Research,STAT
SYDE322,Software Design,SYDE
WKRPT200S,Science Work-Term Report 2,WKRPT
GEOG305,Fluvial Geomorphology,GEOG
HLTH480,Competencies in Health,HLTH
GSJ203,The Waves of Feminist Thought,GSJ
CFM301,Financial Data Analytics,CFM
HLTH335,Introduction to Statistical Analytics in Health,HLTH
ARTS450,Global Engagement Seminar,ARTS
AFM203,Introduction to Decision Support,AFM
AFM474,Derivative Securities,AFM
AMATH390,Mathematics and Music,AMATH
ANTH106,Technologies of Being Human,ANTH
ANTH355,Human Osteology,ANTH
ARTS122,Quest for Meaning in the Modern World,ARTS
BIOL349,Synthetic Biology Project Design,BIOL
BIOL433,Plant Biotechnology,BIOL
BIOL441,Advances in Immunology,BIOL
BIOL442,Virology,BIOL
BIOL484,Advanced Eukaryotic Genetics,BIOL
BME184L,Engineering Biology Laboratory,BME
BME283,Chemistry Principles,BME
CHEM217,Chemical Bonding,CHEM
CHEM228L,Analytical Chemistry Laboratory for Life Sciences,CHEM
CHEM233L,Fundamentals of Biochemistry Laboratory,CHEM
CHEM323,Analytical Instrumentation,CHEM
CHEM404,Physicochemical Aspects of Natural Waters,CHEM
CHEM433,Advanced Biochemistry,CHEM
CLAS123,Classical Studies in Pop Culture,CLAS
CLAS231,Studies in Ancient Greek Literature,CLAS
CLAS261,Great Works: Ancient and Medieval,CLAS
CO434,Combinatorial Designs,CO
CO444,Algebraic Graph Theory,CO
CO463,Convex Optimization and Analysis,CO
COMM103,Principles of Economics,COMM
COMM433,Income Tax for Finance Students,COMM
DRAMA243,Technical Production 1,DRAMA
EARTH331,Volcanology and Igneous Petrology,EARTH
EARTH438,Engineering Geology,EARTH
EARTH456,Numerical Methods in Hydrogeology,EARTH
EASIA336R,Korean Pop Culture,EASIA
ECE223,Digital Circuits and Systems,ECE
ECE409,Cryptography and System Security,ECE
ECE492A,Engineering Design Project,ECE
ECON255,Introduction to the Economics of Natural Resources,ECON
ECON406,Money and Banking 2,ECON
ENGL108E,Gender and Representation,ENGL
ENGL108T,Tolkien: From Book to Film,ENGL
ENGL210H,Arts Writing,ENGL
ENGL308,Race and Resistance,ENGL
ENGL332,Topics in Creative Writing,ENGL
ENGL392B,Visual Rhetoric,ENGL
ENVE321,Advanced Mathematics,ENVE
ENVE382,Hydrology and Open Channel Flow,ENVE
ENVE391,Law and Ethics for Environmental and Geological Engineers,ENVE
ENVE400,Environmental Engineering Design Project 1,ENVE
ERS316,Urban Water and Wastewater Systems: Integrated Planning and Management,ERS
FINE229,Hybrid Digital Media,FINE
FR255,Business French 1,FR
FR291,French Civilization 1,FR
FR353,Introduction to Translation,FR
GBDA310,Advanced User Experience Design and Research,GBDA
GEOE354,Geotechnical Engineering 2,GEOE
GEOG308,Human Dimensions of Global Climate Change,GEOG
GEOG405,Wetlands,GEOG
GEOG471,Remote Sensing Project,GEOG
HIST103,Canadian History Through Biography,HIST
HIST106,Canada at War,HIST
HIST216,From Gutenberg to Zuckerberg: A (Long) History of the Internet,HIST
HIST243,European Business History: From Workshop to Factory and Beyond,HIST
HIST247,Mennonite History: A Survey,HIST
HIST250,What is History? An Introduction to Historical Thinking,HIST
HIST254,Canada Since 1867: A New Nation,HIST
HIST269,Indigenous Histories in Canada,HIST
HIST369,The Politics of Decolonization,HIST
HLTH471,Psychopharmacology,HLTH
INDEV387,Global Cities in Global Development,INDEV
INTEG375,Special Topics in Knowledge Integration,INTEG
KIN402,Environmental Physiology,KIN
KIN403,Occupational Physiology,KIN
KIN414,Clinical Exercise Physiology,KIN
KIN418,Physical Activity and Aging,KIN
LAT201,Intermediate Latin,LAT
LS201,Women and the Law,LS
LS236,Law and Society in the Middle Ages,LS
LS286,Law in Popular Culture,LS
ME400B,Seminar,ME
ME401,Law for the Professional Engineer,ME
MSCI300B,Seminar,MSCI
MUSIC217,Music Ensemble,MUSIC
MUSIC245,World Music,MUSIC
MUSIC255,The Romantic Century: Beethoven and Beyond,MUSIC
MUSIC316,Music Ensemble,MUSIC
NE302,Nanotechnology Engineering Practice,NE
NE455C,Nanobiosystems Laboratory 2,NE
PACS302,Special Topics in Peace and Conflict Studies 2,PACS
PACS323,Negotiation: Theories and Strategies,PACS
PHARM110,Systems Approach to the Study of the Human Body 1,PHARM
PHARM124,Pharmaceutics 1,PHARM
PHARM127,Professional Communication Skills in Pharmacy Practice,PHARM
PHIL200J,Aristotelian Logic,PHIL
PHIL207J,Philosophy and J.R.R. Tolkien,PHIL
PHIL284,Great Works: Modern,PHIL
PHIL315,Ethics and the Engineering Profession,PHIL
PHIL384,History of Modern Philosophy,PHIL
PHYS383,Medical Physics,PHYS
PHYS396,Biophysics of Imaging,PHYS
PHYS460A,Advanced Laboratory 1,PHYS
PHYS467,Introduction to Quantum Information Processing,PHYS
PSCI299,Political Science Beyond the Classroom,PSCI
PSYCH257R,Psychopathology,PSYCH
PSYCH318,Psychosexual Organization,PSYCH
PSYCH330,Criminal Profiling,PSYCH
PSYCH357,Psychology of Good,PSYCH
PSYCH372,Environmental Psychology,PSYCH
PSYCH398,Research in Memory,PSYCH
PSYCH420,An Introduction to Computational Neuroscience Methods,PSYCH
PSYCH470,Special Topics in Applied Psychology,PSYCH
REC105,Interdisciplinary Approaches to Leisure,REC
REC372,Special Topics in Leisure Studies 3,REC
REC383,Tourism Impacts - International Perspectives,REC
REES272,Russian Thought and Culture,REES
RS123,Monsters and Magic in Japanese Popular Culture,RS
RS280,Cults and New Religious Movements,RS
RUSS102,Elementary Russian 2,RUSS
SDS311R,Indigenous Peoples and Canadian Public Policy,SDS
SDS350R,Adult Life Crises and Events,SDS
SDS400R,Comparative Social Policy,SDS
SE499,Project,SE
SI131R,Arab Culture,SI
SOC207,Sociology of Education,SOC
SOC210,Sociology of Sport,SOC
SOC221,Research Methods,SOC
SPAN301A,Spanish in Context 1,SPAN
SPAN301B,Spanish in Context 2,SPAN
SPCOM325,Organizational Communication,SPCOM
SPCOM401,Advanced Gender and Sexuality in Communication,SPCOM
SYDE334,Applied Statistics,SYDE
SYDE384,Biological and Human Systems,SYDE
SYDE433,Conflict Resolution,SYDE
AVIA417,Aviation Safety,AVIA
AFM345,Business Applications of Social Media Analytics,AFM
ECON424,Machine Learning in Economics,ECON
BIOL251,Fundamentals of Ecology,BIOL
AFM444,Business Analytics Project Management,AFM
AMATH453,Partial Differential Equations 2,AMATH
AMATH475,Introduction to General Relativity,AMATH
AMATH740,Numerical Analysis,AMATH
ANTH233,Inuit Cultures,ANTH
ARTS490,Fourth-Year Topics in Arts Disciplines,ARTS
BIOL458,Quantitative Ecology,BIOL
BIOL472,Cell Biology of Human Disease,BIOL
BIOL475,Current Topics in Microbiology,BIOL
BME401,Seminar,BME
CHEM381,Bioorganic Chemistry,CHEM
COMM421,Financial Statement Analysis,COMM
CS398,Topics in Computer Science,CS
DRAMA101B,Introduction to the Theatre 2,DRAMA
DUTCH102,Elementary Dutch 2,DUTCH
EARTH461,Near-Surface Geophysics,EARTH
ECE451,Software Requirements Specification and Analysis,ECE
ECE477,Photonic Devices and Systems,ECE
ECE492B,Engineering Design Symposium,ECE
ECE750,Special Topics in Computer Software,ECE
ECON351,Labour Economics,ECON
ECON483,Special Topics,ECON
ENBUS311,Green Marketing,ENBUS
ENBUS410,Engaging Stakeholders,ENBUS
ENGL208H,Arthurian Legend,ENGL
ENGL210I,Legal Writing,ENGL
ENGL346R,Global Asian Diasporas,ENGL
ENGL362,Shakespeare 1,ENGL
ENVE225,Environmental Modelling,ENVE
ENVE292,Economics for Environmental Engineering,ENVE
FR292,French Civilization 2,FR
FR300A,Advanced Spoken French,FR
FR473,Aspects of French Canada,FR
GBDA229,Hybrid Digital Media,GBDA
GBDA401,Cross-Cultural Digital Business 1,GBDA
GENE167,Introduction to Methods of Electrical and Computer Engineering,GENE
GENE404,Interdisciplinary Design Project 2,GENE
GEOG300,Geomorphology and the Southern Ontario Environment,GEOG
GEOG333,Recreation Geography,GEOG
GEOG394,Approaches to Research in Physical Geography,GEOG
GEOG404,Soil Ecosystem Dynamics,GEOG
GERON218,Psychology of Death and Dying,GERON
HIST212,The Computing Society,HIST
HIST235,History of Christianity,HIST
HIST256,Murder in Canadian History,HIST
HIST257,The United States Through the Civil War Era,HIST
HIST260,Medieval Europe c.300-c.1500,HIST
HLTH421,Nutritional Aspects of Chronic Disease,HLTH
HUMSC102,Great Dialogues: Politics and Morality,HUMSC
INTEG440,Computational Social Science,INTEG
JAPAN272R,Japanese Culture and Society,JAPAN
KIN391,Research Apprenticeship,KIN
KIN425,Biomechanical Modelling,KIN
KIN431,Research Proposal,KIN
KOREA272R,Korean Culture and Society,KOREA
LAT202,Selections from Latin Authors,LAT
LS319,Negotiation: Theories and Strategies,LS
LS327,Policing in a Democratic Society,LS
LS330,Special Topics in Legal Studies,LS
LS342,Migration and Legality,LS
LS402,Perspectives on Legal Authority and Subjectivity,LS
LS403,Socio-Legal Responses to Crime,LS
LS496,Special Topics in Legal Studies,LS
MNS321,Electrical and Optical Properties of Materials,MNS
MSCI400A,Seminar,MSCI
MSCI543,Analytics and User Experience,MSCI
MUSIC260,The Symphony,MUSIC
MUSIC370,Music Theory 3 (19th Century),MUSIC
NE454B,Nano-instrumentation Laboratory 1,NE
PHIL200A,Great Works of Western Philosophy: Part 1,PHIL
PHIL255,Philosophy of Mind,PHIL
PHIL319J,Ethics of End-of-Life Care,PHIL
PHYS393,Physical Optics,PHYS
PHYS468,Introduction to the Implementation of Quantum Information Processing,PHYS
PMATH367,Topology,PMATH
PMATH432,First Order Logic and Computability,PMATH
PSCI255,Political Economy of Rich Countries,PSCI
PSCI359,Politics of South Asia,PSCI
PSYCH350,Political Psychology,PSYCH
PSYCH352,Culture and Psychology,PSYCH
PSYCH392,Research in Human Cognitive Neuroscience,PSYCH
REC218,Social Entrepreneurship for Change,REC
REC334,Introduction to Park Management,REC
REC351,Therapeutic Recreation Facilitation Techniques,REC
REC361,Aging and Leisure,REC
REC380,Tourism Analysis,REC
REES271,Russian Thought and Culture,REES
RS152,Introduction to Christian Theology,RS
RS266,Death and Dying,RS
RS353,War and Peace in Christian Theology,RS
SDS353R,The Evolution of Family Law in Canadian Society,SDS
SI102R,Introduction to Arabic 2,SI
SMF306,Intimate Relationships,SMF
SOC120R,Fundamentals of Sociology,SOC
SOC205,Social Problems,SOC
SOC352,Sociology of Aging,SOC
SOC355J,Power and Parenting,SOC
SOC383,Ethnomethodology in Theory and Practice,SOC
SOC417,Sociology of Higher Education,SOC
SOCWK365R,Social Work in Health Care,SOCWK
SPCOM431,Crisis Communication,SPCOM
STAT454,Sampling Theory and Practice,STAT
SYDE402,Seminar,SYDE
SYDE544,Biomedical Measurement and Signal Processing,SYDE
SYDE552,Computational Neuroscience,SYDE
WS206,Women and the Law,WS
WS207,Women and Entrepreneurship,WS
HLTH427,Dementia Care,HLTH
BUS473W,Investment Management (WLU),BUS
SYDE548,User Centred Design Methods,SYDE
SYDE584,Physiological Systems and Biomedical Design,SYDE
PHIL321J,The Philosophy of Palliative Care,PHIL
CHE225,Strategies for Process Improvement and Product Development,CHE
RS228,Big Ideas of the Bible,RS
MTHEL206,Introduction to Mathematics Education,MTHEL
GSJ222,Gender Issues,GSJ
GSJ371,Special Topics in Gender and Social Justice,GSJ
HLTH358,Social Neuroscience 1: Mental Health and Addiction,HLTH
BME588,Special Topics in Biomechanics,BME
HLTH392,Mental Health Systems and Policy,HLTH
GSJ260,Social Determinants of Health,GSJ
EARTH355,Water: Data to Decisions,EARTH
BET360,Design Frameworks for Social Ventures,BET
ME574,Engineering Biomechanics,ME
SCI266,Ancient Science,SCI
CS453,Software and Systems Security,CS
MTE182,Dynamics,MTE
ACC611,External Reporting with Integration,ACC
ACC690,Topics in Accounting,ACC
ACTSC433,Analysis of Survival Data,ACTSC
AFM416,Special Topics in Finance,AFM
AFM473,Advanced Topics in Corporate Finance,AFM
AFM501,Contemporary Issues in Assurance and Accounting,AFM
